type;SzakmaKod;year;KorhazRovid;N;KorhazNev;SzakmaMegnev;MukodoAtlagAgy;TeljesitettApolasiNapSzam;ElbocsatottBetegSzam;KorhazNevEgyseges;IncPerDay;IncPerDayLCI;IncPerDayUCI;IncPerPatient;IncPerPatientLCI;IncPerPatientUCI
CDI;02;2022;01H8;0;Dr. Manninger Jenő Baleseti Központ;Sebészet;30;756;175;Dr. Manninger Jenő Baleseti Központ;0;0;486,758490193369;0;0;208,586953490574
CDI;02;2022;0204;0;Mohácsi Kórház;Sebészet;20;3928;752;Mohácsi Kórház;0;0;93,8683258256119;0;0;48,9341285899959
CDI;02;2022;0205;0;Komlói Egészségcentrum, Bányászati Utókezelő és Éjjeli Szanatórium Egészségügyi Központ;Sebészet;15;3081;1141;Komlói Egészségcentrum;0;0;119,658292392753;0;0;32,2780259318151
CDI;02;2022;0207;0;Szigetvári Kórház;Sebészet;15;5202;1197;Szigetvári Kórház;0;0;70,887578257034;0;0;30,7702685755647
CDI;02;2022;0243;15;Pécsi Tudományegyetem Klinikai Központ;Sebészet;160;29110;6923;Pécsi Tudományegyetem;51,5286843009275;28,8429903288407;84,9745097639196;21,6669074100823;12,1317164206997;35,7111285470718
CDI;02;2022;0301;26;Bács-Kiskun Megyei Kórház, Kecskemét;Sebészet;121;22996;5553;Bács-Kiskun Megyei Kórház, Kecskemét;113,063141415898;73,8694754774389;165,620124380966;46,8215379074374;30,6074961903482;68,5296528636958
CDI;02;2022;0302;0;Bajai Szent Rókus Kórház;Sebészet;30;3787;962;Bajai Szent Rókus Kórház;0;0;97,3615892986734;0;0;38,2725135985
CDI;02;2022;0306;1;Kiskunhalasi Semmelweis Kórház;Sebészet;50;5710;1537;Kiskunhalasi Semmelweis Kórház;17,5131348511384;0,443393202373531;97,5378891030647;6,50618087182824;0,164720881360671;36,1962545199689
CDI;02;2022;0403;1;Dr. László Elek Kórház és Rendelőintézet, Orosháza;Sebészet;29;4701;1150;Orosházi Kórház;21,2720697723889;0,538560727682264;118,462773478159;8,69565217391304;0,220152428647144;48,3528817817493
CDI;02;2022;0468;14;Békés Megyei Központi Kórház;Sebészet;130;20147;3937;Békés Megyei Központi Kórház;69,4892539832233;37,9954635810934;116,563702124535;35,5600711201422;19,454239572229;59,5918494451298
CDI;02;2022;0504;1;Sátoraljaújhelyi Erzsébet Kórház;Sebészet;15;2539;488;Sátoraljaújhelyi Erzsébet Kórház;39,3855848759354;0,997151703647235;219,244975026264;20,4918032786885;0,518794082831201;113,63966010524
CDI;02;2022;0561;5;Almási Balogh Pál Kórház, Ózd;Sebészet;29;7099;1367;Almási Balogh Pál Kórház, Ózd;70,4324552753909;22,8730555659753;164,288670179227;36,5764447695684;11,8866111188452;85,1491981802643
CDI;02;2022;0563;55;Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;Sebészet;253;47107;7844;Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;116,755471585964;87,9679360350351;151,946529586537;70,1172870984192;52,8643477809391;91,170677186323
CDI;02;2022;0601;0;Dr. Bugyi István Kórház, Szentes;Sebészet;31;4759;707;Dr. Bugyi István Kórház, Szentes;0;0;77,483717777079;0;0;52,0406297964403
CDI;02;2022;0602;3;Csongrád-Csanád Megyei Eü. Ellátó Közp. Hódmezővásárhely-Makó;Sebészet;37;7155;2024;Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;41,9287211740042;8,64754511024632;122,484140743751;14,8221343873518;3,05772412168129;43,2548908729323
CDI;02;2022;0644;12;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;Sebészet;189;42508;9174;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;28,2299802390138;14,5876662980465;49,3068963170879;13,080444735121;6,76062554731728;22,8377448898711
CDI;02;2022;0701;21;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;Sebészet;120;24848;4374;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;84,5138441725692;52,3227735589709;129,159529744192;48,0109739368999;29,7433754944928;73,2967195251411
CDI;02;2022;0702;1;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;Sebészet;40;7849;1926;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;12,7404764938209;0,322560417271683;70,9647224143829;5,19210799584631;0,131451929284476;28,8942644405497
CDI;02;2022;0801;4;Petz Aladár Egyetemi Oktató Kórház;Sebészet;128;22943;4325;Petz Aladár Megyei Oktató Kórház, Győr;17,4345116157434;4,75051538864723;44,6332024911908;9,2485549132948;2,52047661206045;23,662891724295
CDI;02;2022;0802;6;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;Sebészet;31;7245;1397;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;82,815734989648;30,3977860330417;180,167182454103;42,9491768074445;15,7774037763068;93,2462469427764
CDI;02;2022;0803;0;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;Sebészet;30;2918;486;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;0;0;126,338201890179;0;0;75,6155345910736
CDI;02;2022;0902;3;Gróf Tisza István Kórház, Berettyóújfalu;Sebészet;30;4995;976;Gróf Tisza István Kórház, Berettyóújfalu;60,0600600600601;12,3875412999434;175,419678841695;30,7377049180328;6,34334492327484;89,5635567748354
CDI;02;2022;0944;25;Debreceni Egyetem Klinikai Központ;Sebészet;214;43629;10551;Debreceni Egyetem Klinikai Központ;57,3013362671618;37,0857281106306;84,5765348693648;23,6944365462989;15,3394783045489;34,957925830772
CDI;02;2022;1011;8;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;Sebészet;60;15298;3439;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;52,2944175709243;22,5796350606271;103,014706436296;23,2625763303286;10,0483122957101;45,7848248160614
CDI;02;2022;1035;0;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;Sebészet;22;3735;918;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;0;0;98,7164227438313;0;0;40,1032429063891
CDI;02;2022;1037;3;Bugát Pál Kórház, Gyöngyös;Sebészet;32;3760;1049;Bugát Pál Kórház, Gyöngyös;79,7872340425532;16,4570691859576;232,993390511433;28,5986653956149;5,90161987874329;83,347962562238
CDI;02;2022;1101;8;Szent Borbála Kórház, Tatabánya;Sebészet;52;9521;1494;Szent Borbála Kórház, Tatabánya;84,0247873122571;36,2826971955911;165,494835355548;53,5475234270415;23,1455165191964;105,235979158991
CDI;02;2022;1102;3;Vaszary Kolos Kórház, Esztergom;Sebészet;28;4930;1082;Vaszary Kolos Kórház, Esztergom;60,8519269776876;12,5508887697097;177,731161454588;27,7264325323475;5,72151084888513;80,8127041287132
CDI;02;2022;1201;3;Szent Lázár Megyei Kórház, Salgótarján;Sebészet;48;12078;1918;Szent Lázár Megyei Kórház, Salgótarján;24,8385494287134;5,12259897612773;72,571452983136;15,6412930135558;3,22677290866235;45,6418168530836
CDI;02;2022;1202;0;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;Sebészet;23;3565;757;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;0;0;103,421362705255;0;0;48,611704572949
CDI;02;2022;1304;2;Jávorszky Ödön Kórház, Vác;Sebészet;45;6893;1193;Jávorszky Ödön Kórház, Vác;29,0149426954882;3,51403733834667;104,772234697103;16,7644593461861;2,03089899865242;60,4265286889294
CDI;02;2022;1309;2;Pest Megyei Flór Ferenc Kórház, Kistarcsa;Sebészet;54,4;8204;1897;Pest Megyei Flór Ferenc Kórház, Kistarcsa;24,3783520234032;2,95246789098533;88,0349527747552;10,5429625724829;1,27705679705385;38,0323956220041
CDI;02;2022;13B2;23;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;Sebészet;57;9627;1836;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;238,911395034798;151,507746285346;358,270036427661;125,272331154684;79,5731237323422;187,380227882605
CDI;02;2022;1401;24;Somogy Megyei Kaposi Mór Oktató Kórház;Sebészet;115;20406;3445;Somogy Megyei Kaposi Mór Oktató Kórház;117,612466921494;75,3706077227634;174,947811877292;69,6661828737301;44,6859479059208;103,481493073424
CDI;02;2022;1402;0;Siófoki Kórház-Rendelőintézet;Sebészet;31;2755;397;Siófoki Kórház-Rendelőintézet;0;0;133,808017971148;0;0;92,4885160331979
CDI;02;2022;1428;2;Nagyatádi Kórház;Sebészet;15;3595;1189;Nagyatádi Kórház;55,6328233657858;6,73810323630782;200,818906248621;16,8208578637511;2,03773347051056;60,6293672633083
CDI;02;2022;14A2;0;Szaplonczay Manó Marcali Kórház;Sebészet;15;2405;765;Szaplonczay Manó Marcali Kórház;0;0;153,26618831519;0;0;48,1045715702469
CDI;02;2022;1501;19;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;Sebészet;161;36627;7401;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;51,8743003795015;31,2345152021406;80,996345142765;25,6722064585867;15,4632027198624;40,0614255784441
CDI;02;2022;1601;0;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;Sebészet;98;17401;4408;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;0;0;21,1969914060679;0;0;8,36510060464795
CDI;02;2022;1603;0;Kátai Gábor Kórház, Karcag;Sebészet;26;5193;963;Kátai Gábor Kórház, Karcag;0;0;71,0103900482467;0;0;38,232846665195
CDI;02;2022;1607;0;Mezőtúri Kórház és Rendelőintézet;Sebészet;0;66;66;Mezőtúri Kórház és Rendelőintézet;0;0;5435,8847170122;0;0;543,58847170122
CDI;02;2022;1608;1;Jászberényi Szent Erzsébet Kórház;Sebészet;20;4466;1112;Jászberényi Szent Erzsébet Kórház;22,3914017017465;0,566899601902055;124,693070019144;8,99280575539568;0,227675537508266;50,0018330268703
CDI;02;2022;1701;5;Tolna Megyei Balassa János Kórház;Sebészet;64;11373;2338;Tolna Megyei Balassa János Kórház;43,9637738503473;14,2764094233671;102,566707661755;21,3857998289136;6,9474432735261;49,8361845877044
CDI;02;2022;1703;1;Dombóvári Szent Lukács Kórház;Sebészet;15;3048;558;Dombóvári Szent Lukács Kórház;32,8083989501312;0,830633295113943;182,659671262058;17,921146953405;0,453713864299674;99,4421668768208
CDI;02;2022;1801;1;Markusovszky Egyetemi Oktatókórház, Szombathely;Sebészet;123;20971;3849;Markusovszky Egyetemi Oktatókórház, Szombathely;4,76848981927424;0,120727636743556;26,5654290417791;2,5980774227072;0,0657774089820943;14,4669671654868
CDI;02;2022;1901;9;Csolnoky Ferenc Kórház, Veszprém;Sebészet;73;14491;3241;Csolnoky Ferenc Kórház, Veszprém;62,1075150093161;28,4033182211482;117,86652191644;27,7692070348658;12,7054680356495;52,648868334987
CDI;02;2022;1903;1;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;Sebészet;29;4569;1157;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;21,8866272707376;0,554119891414315;121,883492159027;8,64304235090752;0,218820492485039;48,0609183715982
CDI;02;2022;1912;2;Magyar Imre Kórház, Ajka;Sebészet;26;3835;745;Magyar Imre Kórház, Ajka;52,1512385919166;6,31638104728795;188,259921636549;26,8456375838926;3,25278633551852;96,6362230378559
CDI;02;2022;2001;6;Zala Megyei Szent Rafael Kórház;Sebészet;71;14997;3136;Zala Megyei Kórház;40,0080016003201;14,6836013846405;87,060082090091;19,1326530612245;7,02448136082962;41,5968735342639
CDI;02;2022;2002;2;Kanizsai Dorottya Kórház, Nagykanizsa;Sebészet;42;5743;1381;Kanizsai Dorottya Kórház, Nagykanizsa;34,8250043531255;4,21774787308549;125,742679590823;14,4822592324403;1,75435022886735;52,216032771381
CDI;02;2022;2003;0;Keszthelyi Kórház;Sebészet;13;3338;696;Keszthelyi Kórház;0;0;110,450625634299;0;0;52,8609333475636
CDI;02;2022;2237;8;Betegápoló Irgalmas Rend;Sebészet;35;5996;1285;Budai Irgalmasrendi Kórház;133,422281521014;57,6193140295738;262,724916450998;62,2568093385214;26,9152530595756;122,300400476504
CDI;04;2015;0101;0;Szent Imre Kórház;Szülészet-nőgyógyászat;47;17776;5734;Szent Imre Kórház;0;0;20,74986904843;0;0;6,43127505581584
CDI;04;2015;0106;0;Szent János Kórház és Észak-budai Egyesített Kórházak;Szülészet-nőgyógyászat;40;15575;4935;Szent János Kórház és Észak-budai Egyesített Kórházak;0;0;23,6818147035196;0;0;7,47214000249067
CDI;04;2015;0109;1;Egyesített Szent István és Szent László Kórház-Rendelőintézet;Szülészet-nőgyógyászat;72;16758;4978;Egyesített Szent István és Szent László Kórház-Rendelőintézet;5,96729920038191;0,15107882121591;33,2431284643891;2,00883889112093;0,0508592679830781;11,1873958428308
CDI;04;2015;0112;0;Bajcsy-Zsilinszky Kórház és Rendelőintézet;Szülészet-nőgyógyászat;40;13684;5897;Bajcsy-Zsilinszky Kórház és Rendelőintézet;0;0;26,953977505906;0;0;6,25356266223113
CDI;04;2015;0115;5;Jahn Ferenc Dél-pesti Kórház;Szülészet-nőgyógyászat;52;18143;6601;Jahn Ferenc Dél-pesti Kórház;27,5588381193849;8,9488658480409;64,3013167742225;7,57460990758976;2,45989808871144;17,6676857794332
CDI;04;2015;0116;0;Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;Szülészet-nőgyógyászat;35;9704;3429;Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;0;0;38,0067848048455;0;0;10,7521024731465
CDI;04;2015;0118;0;Uzsoki utcai Kórház;Szülészet-nőgyógyászat;60;15597;3975;Uzsoki utcai Kórház;0;0;23,6484147987619;0;0;9,27589511081015
CDI;04;2015;0119;0;Nyírő Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet;Szülészet-nőgyógyászat;0;492;492;Nyírő Gyula Kórház-Országos Pszichiátriai és Addiktológiai Intézet;0;0;746,968466359499;0;0;74,6968466359499
CDI;04;2015;0140;0;Semmelweis Egyetem;Szülészet-nőgyógyászat;200;68798;15948;Semmelweis Egyetem;0;0;5,36175551452279;0;0;2,31279963363194
CDI;04;2015;0154;2;Országos Onkológiai Intézet;Szülészet-nőgyógyászat;35;5933;1009;Országos Onkológiai Intézet;33,7097589752233;4,08266894460192;121,717634991076;19,8216055500496;2,40139045706319;71,4173123862605
CDI;04;2015;01A6;0;Magyar Honvédség Egészségügyi Központ;Szülészet-nőgyógyászat;95;25635;6435;Magyar Honvédség Egészségügyi Központ;0;0;14,3889762112553;0;0;5,73088162633901
CDI;04;2015;01E8;0;Szent Margit Kórház, Budapest;Szülészet-nőgyógyászat;25;10549;4312;Szent Margit Kórház, Budapest;0;0;34,9628831853511;0;0;8,55125696063154
CDI;04;2015;0204;0;Mohácsi Kórház;Szülészet-nőgyógyászat;15;4303;1159;Mohácsi Kórház;0;0;85,6913479670861;0;0;31,7775252109825
CDI;04;2015;0205;0;Komlói Egészségcentrum;Szülészet-nőgyógyászat;0;201;201;Komlói Egészségcentrum;0;0;1818,52500543862;0;0;181,852500543862
CDI;04;2015;0207;0;Szigetvári Kórház;Szülészet-nőgyógyászat;20;4741;1690;Szigetvári Kórház;0;0;77,7777832471311;0;0;21,8038840005512
CDI;04;2015;0242;0;Pécsi Tudományegyetem;Szülészet-nőgyógyászat;96;27277;7691;Pécsi Tudományegyetem;0;0;13,5228581864701;0;0;4,79520860237583
CDI;04;2015;0301;0;Bács-Kiskun Megyei Kórház, Kecskemét;Szülészet-nőgyógyászat;99;23622;7640;Bács-Kiskun Megyei Kórház, Kecskemét;0;0;15,6150683096035;0;0;4,82721077556587
CDI;04;2015;0302;0;Bajai Szent Rókus Kórház;Szülészet-nőgyógyászat;37;9664;1818;Bajai Szent Rókus Kórház;0;0;38,1640676335559;0;0;20,2702940384193
CDI;04;2015;0306;0;Kiskunhalasi Semmelweis Kórház;Szülészet-nőgyógyászat;50;7128;1806;Kiskunhalasi Semmelweis Kórház;0;0;51,7385674117851;0;0;20,4048428716162
CDI;04;2015;0401;0;Békés Megyei Pándy Kálmán Kórház, Gyula;Szülészet-nőgyógyászat;50;11223;3061;Békés Megyei Pándy Kálmán Kórház, Gyula;0;0;32,8635237727884;0;0;12,043964623482
CDI;04;2015;0402;0;Dr. Réthy Pál Kórház-Rendelőintézet, Békéscsaba;Szülészet-nőgyógyászat;30;10855;3069;Dr. Réthy Pál Kórház-Rendelőintézet, Békéscsaba;0;0;33,977454858988;0;0;12,0125883373644
CDI;04;2015;0403;0;Orosházi Kórház;Szülészet-nőgyógyászat;29,3;6886;1653;Orosházi Kórház;0;0;53,5563687333148;0;0;22,2913878569491
CDI;04;2015;0502;1;Borsod-Abaúj-Zemplén Megyei Kórház és Egyetemi Oktató Kórház;Szülészet-nőgyógyászat;109;27820;6850;Borsod-Abaúj-Zemplén Megyei Kórház és Egyetemi Oktató Kórház;3,59453630481668;0,0910057385476603;20,025828972482;1,45985401459854;0,0369602353235825;8,13107227459731
CDI;04;2015;0504;0;Sátoraljaújhelyi Erzsébet Kórház;Szülészet-nőgyógyászat;23;4413;1378;Sátoraljaújhelyi Erzsébet Kórház;0;0;83,5562677182742;0;0;26,7340081817092
CDI;04;2015;0509;0;Miskolci Semmelweis Kórház és Egyetemi Oktatókórház;Szülészet-nőgyógyászat;80;19027;5685;Miskolci Semmelweis Kórház és Egyetemi Oktatókórház;0;0;19,3857249411262;0;0;6,48668934735466
CDI;04;2015;0510;0;Kazincbarcikai Kórház Nonprofit Kft.;Szülészet-nőgyógyászat;15;5256;1740;Kazincbarcikai Kórház Nonprofit Kft.;0;0;70,1595367651406;0;0;21,1779995375925
CDI;04;2015;0561;0;Almási Balogh Pál Kórház, Ózd;Szülészet-nőgyógyászat;30;6540;2053;Almási Balogh Pál Kórház, Ózd;0;0;56,3889800548921;0;0;17,9521057224625
CDI;04;2015;0601;0;Dr. Bugyi István Kórház, Szentes;Szülészet-nőgyógyászat;25;8043;2238;Dr. Bugyi István Kórház, Szentes;0;0;45,8539555003428;0;0;16,4693518629704
CDI;04;2015;0602;0;Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;Szülészet-nőgyógyászat;30;8737;2213;Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;0;0;42,212439239176;0;0;16,6552491655798
CDI;04;2015;0643;1;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;Szülészet-nőgyógyászat;109;26672;8628;Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;3,74925014997001;0,0949227503303396;20,8876946536456;1,15901715345387;0,0293437306888326;6,4559196986024
CDI;04;2015;0701;3;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;Szülészet-nőgyógyászat;85;21563;6877;Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;13,9127208644437;2,86922942122271;40,6534372955848;4,36236731132761;0,89971538114198;12,7433437317704
CDI;04;2015;0702;0;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;Szülészet-nőgyógyászat;48;16862;3096;Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;0;0;21,8744868798306;0;0;11,9078897915328
CDI;04;2015;0801;0;Petz Aladár Megyei Oktató Kórház, Győr;Szülészet-nőgyógyászat;80;18589;6152;Petz Aladár Megyei Oktató Kórház, Győr;0;0;19,842452310163;0;0;5,99443060309694
CDI;04;2015;0802;0;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;Szülészet-nőgyógyászat;36;10098;2634;Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;0;0;36,524121090302;0;0;13,9950552316464
CDI;04;2015;0803;0;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;Szülészet-nőgyógyászat;25;6155;1766;Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;0;0;59,9150974145935;0;0;20,8665311909426
CDI;04;2015;0901;0;Kenézy Gyula Kórház és Rendelőintézet, Debrecen;Szülészet-nőgyógyászat;48;15216;5684;Kenézy Gyula Kórház és Rendelőintézet, Debrecen;0;0;24,2404859023166;0;0;6,48783019616979
CDI;04;2015;0902;0;Gróf Tisza István Kórház, Berettyóújfalu;Szülészet-nőgyógyászat;25;6595;1696;Gróf Tisza István Kórház, Berettyóújfalu;0;0;55,9188471346789;0;0;21,7268314757941
CDI;04;2015;0940;1;Debreceni Egyetem Klinikai Központ;Szülészet-nőgyógyászat;104;49700;8534;Debreceni Egyetem Klinikai Központ;2,01207243460765;0,0509412505748196;11,2100344959938;1,17178345441762;0,0296669444916465;6,5270110874557
CDI;04;2015;1011;0;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;Szülészet-nőgyógyászat;38;12145;3732;Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;0;0;30,3690348885466;0;0;9,87957375692931
CDI;04;2015;1035;0;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;Szülészet-nőgyógyászat;22;5258;1438;Albert Schweitzer Kórház-Rendelőintézet, Hatvan;0;0;70,1328593484172;0;0;25,619972074619
CDI;04;2015;1037;0;Bugát Pál Kórház, Gyöngyös;Szülészet-nőgyógyászat;30;6940;2356;Bugát Pál Kórház, Gyöngyös;0;0;53,1397584505564;0;0;15,6451317946663
CDI;04;2015;1101;0;Szent Borbála Kórház, Tatabánya;Szülészet-nőgyógyászat;55;16049;4102;Szent Borbála Kórház, Tatabánya;0;0;22,9824633322393;0;0;8,98883780756922
CDI;04;2015;1102;0;Vaszary Kolos Kórház, Esztergom;Szülészet-nőgyógyászat;32;5969;1750;Vaszary Kolos Kórház, Esztergom;0;0;61,7815348227442;0;0;21,0571099007223
CDI;04;2015;1201;0;Szent Lázár Megyei Kórház, Salgótarján;Szülészet-nőgyógyászat;40;10788;2711;Szent Lázár Megyei Kórház, Salgótarján;0;0;34,1884393123827;0;0;13,5978268097846
CDI;04;2015;1202;0;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;Szülészet-nőgyógyászat;20;4860;1284;Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;0;0;75,8740704851454;0;0;28,6883607883158
CDI;04;2015;1304;0;Jávorszky Ödön Kórház, Vác;Szülészet-nőgyógyászat;30;7397;2626;Jávorszky Ödön Kórház, Vác;0;0;49,8575069084263;0;0;14,0376606474796
CDI;04;2015;1309;2;Pest Megyei Flór Ferenc Kórház, Kistarcsa;Szülészet-nőgyógyászat;54;13878;4354;Pest Megyei Flór Ferenc Kórház, Kistarcsa;14,4112984579911;1,74532275295185;52,0487667309074;4,59347726228755;0,55633982468008;16,5832665310173
CDI;04;2015;13B2;0;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;Szülészet-nőgyógyászat;50;13778;3823;Toldy Ferenc Kórház és Rendelőintézet, Cegléd;0;0;26,770109403021;0;0;9,64452078029993
CDI;04;2015;1401;0;Somogy Megyei Kaposi Mór Oktató Kórház;Szülészet-nőgyógyászat;69;14673;4396;Somogy Megyei Kaposi Mór Oktató Kórház;0;0;25,1374346749489;0;0;8,3879256947277
CDI;04;2015;1402;0;Siófoki Kórház-Rendelőintézet;Szülészet-nőgyógyászat;45;9877;2662;Siófoki Kórház-Rendelőintézet;0;0;37,3412035562343;0;0;13,8479515139508
CDI;04;2015;1501;2;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;Szülészet-nőgyógyászat;155;50152;13920;Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;3,98787685436274;0,482954036622553;14,4048320190144;1,4367816091954;0,174005654957091;5,18917525103319
CDI;04;2015;1503;0;Felső-Szabolcsi Kórház, Kisvárda;Szülészet-nőgyógyászat;40;10575;2371;Felső-Szabolcsi Kórház, Kisvárda;0;0;34,87693742435;0;0;15,546230712889
CDI;04;2015;1601;0;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;Szülészet-nőgyógyászat;78;17739;5043;Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;0;0;20,7931446180836;0;0;7,31217648782338
CDI;04;2015;1603;0;Kátai Gábor Kórház, Karcag;Szülészet-nőgyógyászat;26;7356;2059;Kátai Gábor Kórház, Karcag;0;0;50,1353270926611;0;0;17,8998394889819
CDI;04;2015;1608;0;Jászberényi Szent Erzsébet Kórház;Szülészet-nőgyógyászat;25;7137;2165;Jászberényi Szent Erzsébet Kórház;0;0;51,673340176496;0;0;17,0241965449236
CDI;04;2015;1701;0;Tolna Megyei Balassa János Kórház;Szülészet-nőgyógyászat;50;14648;3697;Tolna Megyei Balassa János Kórház;0;0;25,1803317761995;0;0;9,9730583654422
CDI;04;2015;1703;0;Dombóvári Szent Lukács Kórház;Szülészet-nőgyógyászat;15;4324;1169;Dombóvári Szent Lukács Kórház;0;0;85,2753556415155;0;0;31,5061187695439
CDI;04;2015;1801;0;Markusovszky Egyetemi Oktatókórház, Szombathely;Szülészet-nőgyógyászat;80;24760;5946;Markusovszky Egyetemi Oktatókórház, Szombathely;0;0;14,8974340593657;0;0;6,2020440736367
CDI;04;2015;1901;0;Csolnoky Ferenc Kórház, Veszprém;Szülészet-nőgyógyászat;60;15703;4346;Csolnoky Ferenc Kórház, Veszprém;0;0;23,4887995949847;0;0;8,4843864215287
CDI;04;2015;1903;0;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;Szülészet-nőgyógyászat;15;4723;1053;Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;0;0;78,0740892894283;0;0;34,9708027946694
CDI;04;2015;1912;0;Magyar Imre Kórház, Ajka;Szülészet-nőgyógyászat;33;5993;1614;Magyar Imre Kórház, Ajka;0;0;61,5341961708661;0;0;22,8294120364548
CDI;04;2015;2001;0;Zala Megyei Kórház;Szülészet-nőgyógyászat;58;17767;3845;Zala Megyei Kórház;0;0;20,760378950789;0;0;9,58936403355453
CDI;04;2015;2003;0;Keszthelyi Kórház;Szülészet-nőgyógyászat;15;6162;1504;Keszthelyi Kórház;0;0;59,8470545460653;0;0;24,4970696159865
CDI;04;2016;0101;0;Szent Imre Kórház;Szülészet-nőgyógyászat;47;17537;5460;Szent Imre Kórház;0;0;21,0326253430817;0;0;6,75390768548976
CDI;04;2016;0106;0;Szent János Kórház és Észak-budai Egyesített Kórházak;Szülészet-nőgyógyászat;40;14907;4936;Szent János Kórház és Észak-budai Egyesített Kórházak;0;0;24,7428930538857;0;0;7,47062676338439
CDI;04;2016;0109;0;Egyesített Szent István és Szent László Kórház-Rendelőintézet;Szülészet-nőgyógyászat;72;15144;4772;Egyesített Szent István és Szent László Kórház-Rendelőintézet;0;0;24,3557198184375;0;0;7,72727162994687
CDI;04;2016;0112;0;Bajcsy-Zsilinszky Kórház és Rendelőintézet;Szülészet-nőgyógyászat;40;14164;6081;Bajcsy-Zsilinszky Kórház és Rendelőintézet;0;0;26,0406603288704;0;0;6,06439861741794
CDI;04;2016;0115;0;Jahn Ferenc Dél-pesti Kórház;Szülészet-nőgyógyászat;52;17469;6447;Jahn Ferenc Dél-pesti Kórház;0;0;21,1144885018807;0;0;5,72021761104088
CDI;04;2016;0116;0;Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;Szülészet-nőgyógyászat;35;9281;3268;Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;0;0;39,7386752467033;0;0;11,2815124102872
CDI;04;2016;0118;0;Uzsoki utcai Kórház;Szülészet-nőgyógyászat;60;14582;3903;Uzsoki utcai Kórház;0;0;25,2942867684111;0;0;9,44692992660845
