KorhazNevFactor;lci;fit;uci;type;year;formula;family
Koch Róbert Kórház és Rendelőintézet, Edelény;78,3837489157437;137,818074368046;248,15560483647;CDI;2021;s(CMIdev);QP
Kanizsai Dorottya Kórház, Nagykanizsa;32,7991332690164;58,3946794104959;106,341124611247;CDI;2021;s(CMIdev);QP
Budai Egészségközpont Zrt.;30,2998741436996;86,7299461829804;251,235223595653;CDI;2021;s(CMIdev);QP
Mátrai Gyógyintézet;11,0186272628149;44,4383897164122;180,711799103096;CDI;2021;s(CMIdev);QP
Orosházi Kórház;10,8304486734897;24,5534303398771;56,5648331336017;CDI;2021;s(CMIdev);QP
Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;50,9334003352333;74,1444458953871;111,384725884321;CDI;2021;s(CMIdev);QP
Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;34,2497950470466;60,4775725272603;109,266196827047;CDI;2021;s(CMIdev);QP
Vaszary Kolos Kórház, Esztergom;17,9054861787104;35,2920609299181;70,9210491581468;CDI;2021;s(CMIdev);QP
Békés Megyei Központi Kórház;12,4309294023627;20,1042489441649;33,3803130043111;CDI;2021;s(CMIdev);QP
Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;78,3691218948232;99,4433303063687;131,474360622528;CDI;2021;s(CMIdev);QP
Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;41,7911211065296;59,2636307303792;86,8273854542998;CDI;2021;s(CMIdev);QP
Debreceni Egyetem Klinikai Központ;70,5523854578663;89,6356876596469;118,681247729186;CDI;2021;s(CMIdev);QP
Keszthelyi Kórház;33,29985052549;69,1029019271674;146,023485959808;CDI;2021;s(CMIdev);QP
Nagyatádi Kórház;54,9831370450094;93,0909391703846;161,527972706821;CDI;2021;s(CMIdev);QP
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;57,7318029040623;74,2349488924641;99,3394330324573;CDI;2021;s(CMIdev);QP
Pest Megyei Flór Ferenc Kórház, Kistarcsa;118,064775950244;154,079472829633;209,070764514448;CDI;2021;s(CMIdev);QP
Gottsegen György Országos Kardiológiai Intézet;31,2620292735098;63,9853912646926;133,431027629558;CDI;2021;s(CMIdev);QP
Jahn Ferenc Dél-pesti Kórház;89,5115007288842;122,92706816523;174,848421339038;CDI;2021;s(CMIdev);QP
Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;47,4139607557148;65,0980234731801;92,5957824327831;CDI;2021;s(CMIdev);QP
Budai Irgalmasrendi Kórház;164,985068088909;233,517621674702;341,533928156147;CDI;2021;s(CMIdev);QP
Gróf Tisza István Kórház, Berettyóújfalu;24,7679393803884;47,7665643967252;93,9929656655977;CDI;2021;s(CMIdev);QP
Albert Schweitzer Kórház-Rendelőintézet, Hatvan;36,5439325680722;75,3357098885845;156,05434439952;CDI;2021;s(zCMI);NB
Mezőtúri Kórház és Rendelőintézet;7,0995428914197;31,9008697111209;143,597523399417;CDI;2021;s(zCMI);NB
Bugát Pál Kórház, Gyöngyös;7,05465157296039;21,3858631037704;65,0097760652477;CDI;2021;s(zCMI);NB
Semmelweis Egyetem;38,9233221812482;63,1766033862306;103,275823482793;CDI;2021;s(zCMI);NB
Kátai Gábor Kórház, Karcag;7,34631094683041;19,5683643749213;52,2937874814794;CDI;2021;s(zCMI);NB
Magyar Honvédség Egészségügyi Központ;102,833275334545;166,799199002284;272,479386243702;CDI;2021;s(zCMI);NB
Csongrád Megyei Mellkasi Betegségek Szakkórháza, Deszk;18,5539543080612;73,1132802235165;288,743823846401;CDI;2021;s(zCMI);NB
Bajai Szent Rókus Kórház;55,4964153065355;107,537655147154;209,495319884567;CDI;2021;s(zCMI);NB
Szent Imre Kórház;64,1652037102114;115,776333985724;210,162560614312;CDI;2021;s(zCMI);NB
Magyar Imre Kórház, Ajka;40,204296017994;78,9194770599243;155,713381138869;CDI;2021;s(zCMI);NB
Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;21,3840803665125;41,5912244079982;81,3118479025558;CDI;2021;s(zCMI);NB
Siófoki Kórház-Rendelőintézet;16,6422391714206;38,9078006573886;91,321118358812;CDI;2021;s(zCMI);NB
Bács-Kiskun Megyei Kórház, Kecskemét;65,7882201263157;107,30156578874;176,254296457896;CDI;2021;s(zCMI);NB
Petz Aladár Megyei Oktató Kórház, Győr;19,1956926681392;33,0683358929043;57,324990964821;CDI;2021;s(zCMI);NB
Sátoraljaújhelyi Erzsébet Kórház;5,95442813357565;17,1416186282059;49,4904370603474;CDI;2021;s(zCMI);NB
Országos Onkológiai Intézet;14,9602302627178;40,7785011053141;111,463011795249;CDI;2021;s(zCMI);NB
Zala Megyei Kórház;66,204660067138;108,316965440887;178,47386065277;CDI;2021;s(zCMI);NB
Jászberényi Szent Erzsébet Kórház;13,1601325500157;35,4612474928885;95,860470087136;CDI;2021;s(zCMI);NB
Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;28,3351461941913;53,6641494990601;102,193668008795;CDI;2021;s(zCMI);NB
Állami Szívkórház, Balatonfüred;1,30752169600504;13,4222796930943;137,884228902214;CDI;2021;s(zCMI);NB
Jávorszky Ödön Kórház, Vác;46,1167943439723;84,8698575353126;157,111865260541;CDI;2021;s(zCMI);NB
Toldy Ferenc Kórház és Rendelőintézet, Cegléd;112,58309104583;192,89394930799;332,720697361877;CDI;2021;s(zCMI);NB
Szent János Kórház és Észak-budai Egyesített Kórházak;112,101164809432;184,434435038156;305,626522489209;CDI;2021;s(zCMI);NB
Pécsi Tudományegyetem;56,9482605047401;91,1400702335075;146,912860634841;CDI;2021;s(zCMI);NB
Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;17,9791269370189;48,0084445013086;128,61495348795;CDI;2021;s(zCMI);NB
Egyesített Szent István és Szent László Kórház-Rendelőintézet;46,9495220364231;86,5490121170223;160,491399279058;CDI;2021;s(zCMI);NB
Bajcsy-Zsilinszky Kórház és Rendelőintézet;108,926455069713;186,45067606131;321,278097779329;CDI;2021;s(zCMI);NB
Kazincbarcikai Kórház;14,9369979955722;53,939325965873;195,236797411085;CDI;2021;s(zCMI);NB
Komlói Egészségcentrum;5,62821099671632;21,8464626588949;84,974038123708;CDI;2021;s(zCMI);NB
Kiskunhalasi Semmelweis Kórház;18,0337312616299;35,1775649637925;68,9743662505508;CDI;2021;s(zCMI);NB
Somogy Megyei Kaposi Mór Oktató Kórház;61,6739879171606;101,791711347279;169,165534285534;CDI;2021;s(zCMI);NB
Országos Mentális, Ideggyógyászati és Idegsebészeti Intézet;87,1003673528204;167,502307568179;323,909882712536;CDI;2021;s(zCMI);NB
Markusovszky Egyetemi Oktatókórház, Szombathely;8,82751042186048;16,6204571281589;31,4595523812493;CDI;2021;s(zCMI);NB
Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;3,19387578283864;12,0629528585981;45,6570511845931;CDI;2021;s(zCMI);NB
Uzsoki utcai Kórház;30,6519681127305;55,0138836529243;99,3175355057159;CDI;2021;s(zCMI);NB
Tolna Megyei Balassa János Kórház;71,4537026740928;118,416684754747;197,596103265392;CDI;2021;s(zCMI);NB
Tüdőgyógyintézet, Törökbálint;0,765059662319971;4,98634167612256;32,5394514018704;CDI;2021;s(zCMI);NB
Mohácsi Kórház;15,9727486758193;39,4069525493893;97,5761284391525;CDI;2021;s(zCMI);NB
Csolnoky Ferenc Kórház, Veszprém;42,9391439038082;74,6809823708754;130,71780159328;CDI;2021;s(zCMI);NB
Országos Korányi Tbc és Pulmonológiai Intézet;21,7521637085073;55,7497777329494;143,335943402555;CDI;2021;s(zCMI);NB
Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;5,88626155911395;13,9463591480592;33,160227899963;CDI;2021;s(zCMI);NB
Szent Borbála Kórház, Tatabánya;62,679794432774;105,564998089291;178,98160090654;CDI;2021;s(zCMI);NB
Szent Margit Kórház, Budapest;110,748033507867;213,935726033328;415,482325662518;CDI;2021;s(zCMI);NB
Szent Lázár Megyei Kórház, Salgótarján;2,44455672010452;6,71430910719629;18,497084966035;CDI;2021;s(zCMI);NB
Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;16,4364209503385;30,4511555100147;56,7300687062023;CDI;2021;s(zCMI);NB
Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;79,956999919965;131,456675277561;217,657238025268;CDI;2021;s(zCMI);NB
Dombóvári Szent Lukács Kórház;34,619991442729;83,6713718265862;202,983306744043;CDI;2021;s(zCMI);NB
Almási Balogh Pál Kórház, Ózd;27,7948378868101;67,1876534498354;162,997356190904;CDI;2021;s(zCMI);NB
Koch Róbert Kórház és Rendelőintézet, Edelény;36,7151777129951;135,07022298207;498,084484594367;CDI;2021;s(zCMI);NB
Kanizsai Dorottya Kórház, Nagykanizsa;20,8502712809658;41,8948856167734;84,6008732772903;CDI;2021;s(zCMI);NB
Budai Egészségközpont Zrt.;30,0528318968118;95,2887982767882;302,83412357154;CDI;2021;s(zCMI);NB
Mátrai Gyógyintézet;11,9541643360665;45,9857514865177;177,2611379538;CDI;2021;s(zCMI);NB
Orosházi Kórház;13,5712029453421;30,6727806244441;69,6110317534149;CDI;2021;s(zCMI);NB
Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;45,965017769795;84,0868565932086;154,739260720735;CDI;2021;s(zCMI);NB
Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;23,2722582209761;54,8870626527972;129,954159609824;CDI;2021;s(zCMI);NB
Vaszary Kolos Kórház, Esztergom;11,5162048704108;25,1361711781657;55,0994382781554;CDI;2021;s(zCMI);NB
Békés Megyei Központi Kórház;14,724254009858;26,2117637005296;46,9387323127653;CDI;2021;s(zCMI);NB
Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;62,3864609381682;98,3858973563559;156,300574257974;CDI;2021;s(zCMI);NB
Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;39,0456568707672;64,4358981142274;107,06612174092;CDI;2021;s(zCMI);NB
Debreceni Egyetem Klinikai Központ;62,203975607021;97,5946328880921;154,262947991838;CDI;2021;s(zCMI);NB
Keszthelyi Kórház;31,569722063062;78,754275909449;197,171417382256;CDI;2021;s(zCMI);NB
Nagyatádi Kórház;62,3300468551275;137,120743572869;302,935533426216;CDI;2021;s(zCMI);NB
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;60,8268809214229;95,7261235414849;151,789206445848;CDI;2021;s(zCMI);NB
Pest Megyei Flór Ferenc Kórház, Kistarcsa;81,6714440842733;140,193246149847;242,234661500615;CDI;2021;s(zCMI);NB
Gottsegen György Országos Kardiológiai Intézet;25,5769211646014;61,3058710907727;147,49022606066;CDI;2021;s(zCMI);NB
Jahn Ferenc Dél-pesti Kórház;46,1165537039921;84,0161171928981;153,986174420832;CDI;2021;s(zCMI);NB
Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;46,474848503425;76,2578023653984;126,02519678416;CDI;2021;s(zCMI);NB
Budai Irgalmasrendi Kórház;88,445341408396;161,8945923222;298,012753952796;CDI;2021;s(zCMI);NB
Gróf Tisza István Kórház, Berettyóújfalu;14,3710521125889;34,231334731362;81,8502730024547;CDI;2021;s(zCMI);NB
Albert Schweitzer Kórház-Rendelőintézet, Hatvan;49,4992640557528;70,2758653561667;100,451027442522;CDI;2021;s(zCMI);P
Mezőtúri Kórház és Rendelőintézet;10,4488226391721;25,7656442805684;63,6766998656509;CDI;2021;s(zCMI);P
Bugát Pál Kórház, Gyöngyös;20,1350694602451;34,1849967265967;58,2968829363646;CDI;2021;s(zCMI);P
Semmelweis Egyetem;36,36055624834;44,2026913228979;54,2955792702909;CDI;2021;s(zCMI);P
Kátai Gábor Kórház, Karcag;15,1740421764667;25,6922494060705;43,6959337968774;CDI;2021;s(zCMI);P
Magyar Honvédség Egészségügyi Központ;97,7585838888629;114,52174534379;135,756720164276;CDI;2021;s(zCMI);P
Csongrád Megyei Mellkasi Betegségek Szakkórháza, Deszk;52,6096118556807;90,6558789429268;156,90316656584;CDI;2021;s(zCMI);P
Bajai Szent Rókus Kórház;47,4742000604049;65,0912894374423;89,9065467553955;CDI;2021;s(zCMI);P
Szent Imre Kórház;88,4827789880955;106,149413361593;128,732965800601;CDI;2021;s(zCMI);P
Magyar Imre Kórház, Ajka;59,8573888442763;80,2127410651438;108,33817058395;CDI;2021;s(zCMI);P
Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;16,4997327732335;25,9158517472434;40,9205540078469;CDI;2021;s(zCMI);P
Siófoki Kórház-Rendelőintézet;21,5771731589951;34,0786795004111;54,1044224687908;CDI;2021;s(zCMI);P
Bács-Kiskun Megyei Kórház, Kecskemét;85,5511745998244;101,33164550298;121,357777331029;CDI;2021;s(zCMI);P
Petz Aladár Megyei Oktató Kórház, Győr;29,4289233524805;37,822389174376;49,0345607108978;CDI;2021;s(zCMI);P
Sátoraljaújhelyi Erzsébet Kórház;12,7443692881404;23,0271353454551;41,7689288774979;CDI;2021;s(zCMI);P
Országos Onkológiai Intézet;17,2009928364101;33,8395538958961;66,7872631386652;CDI;2021;s(zCMI);P
Zala Megyei Kórház;79,072250495514;97,3601900692774;121,072575364485;CDI;2021;s(zCMI);P
Jászberényi Szent Erzsébet Kórház;14,8273505627602;27,4972476781628;51,1825463679321;CDI;2021;s(zCMI);P
Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;55,4442338752335;71,3809828577871;92,7037891432553;CDI;2021;s(zCMI);P
Állami Szívkórház, Balatonfüred;2,06157790026237;14,7809526640652;106,038434855493;CDI;2021;s(zCMI);P
Jávorszky Ödön Kórház, Vác;67,7729150885108;89,0325934096288;117,92815410038;CDI;2021;s(zCMI);P
Toldy Ferenc Kórház és Rendelőintézet, Cegléd;184,769965301037;224,40200471724;275,375215643716;CDI;2021;s(zCMI);P
Szent János Kórház és Észak-budai Egyesített Kórházak;110,672679160992;135,528121151125;167,661009790119;CDI;2021;s(zCMI);P
Pécsi Tudományegyetem;57,2369903096289;69,1736409791336;84,4862053839753;CDI;2021;s(zCMI);P
Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;37,632671959019;57,2787354246184;87,6781275401427;CDI;2021;s(zCMI);P
Egyesített Szent István és Szent László Kórház-Rendelőintézet;48,73561370198;63,9739069229709;84,6980004597579;CDI;2021;s(zCMI);P
Bajcsy-Zsilinszky Kórház és Rendelőintézet;161,647149868518;194,390231715143;236,286911322156;CDI;2021;s(zCMI);P
Kazincbarcikai Kórház;27,5388283560121;43,0408607348;67,6366928177704;CDI;2021;s(zCMI);P
Komlói Egészségcentrum;8,59865017348331;21,0231540583936;51,5152607199223;CDI;2021;s(zCMI);P
Kiskunhalasi Semmelweis Kórház;31,5424986634208;44,0948120793939;62,0735776270132;CDI;2021;s(zCMI);P
Somogy Megyei Kaposi Mór Oktató Kórház;79,6614590707488;97,2722659364794;119,997555288162;CDI;2021;s(zCMI);P
Országos Mentális, Ideggyógyászati és Idegsebészeti Intézet;99,1536322813096;132,941209095155;179,639072007094;CDI;2021;s(zCMI);P
Markusovszky Egyetemi Oktatókórház, Szombathely;8,86680500552629;13,1701061313025;19,6793155076351;CDI;2021;s(zCMI);P
Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;5,08673682070674;12,401241659011;30,3015315099454;CDI;2021;s(zCMI);P
Uzsoki utcai Kórház;45,465880964137;59,4007765181963;78,2520243398302;CDI;2021;s(zCMI);P
Tolna Megyei Balassa János Kórház;97,2949997355946;119,110802992082;147,299415060095;CDI;2021;s(zCMI);P
Tüdőgyógyintézet, Törökbálint;1,61646150786818;6,57405091178645;26,7656306985255;CDI;2021;s(zCMI);P
Mohácsi Kórház;15,6619617479474;28,0956631321933;50,5995481736341;CDI;2021;s(zCMI);P
Csolnoky Ferenc Kórház, Veszprém;69,2240015538935;85,6889634244916;107,108788291305;CDI;2021;s(zCMI);P
Országos Korányi Tbc és Pulmonológiai Intézet;63,9916713753608;88,6949640464326;123,825507947097;CDI;2021;s(zCMI);P
Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;7,34990989659073;13,9068858068788;26,4067138920898;CDI;2021;s(zCMI);P
Szent Borbála Kórház, Tatabánya;68,308860512721;85,24824126467;107,400168494431;CDI;2021;s(zCMI);P
Szent Margit Kórház, Budapest;202,31995667488;247,014790553896;304,695301250839;CDI;2021;s(zCMI);P
Szent Lázár Megyei Kórház, Salgótarján;3,18085620496002;6,78922699574537;14,5318536164471;CDI;2021;s(zCMI);P
Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;29,1395310517524;38,1155227157311;50,2727586353954;CDI;2021;s(zCMI);P
Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;100,667521524185;121,685478110245;148,647102996966;CDI;2021;s(zCMI);P
Dombóvári Szent Lukács Kórház;39,073435478908;59,254012870297;90,3784741064229;CDI;2021;s(zCMI);P
Almási Balogh Pál Kórház, Ózd;33,1081908007027;50,7443919441483;78,2080217119964;CDI;2021;s(zCMI);P
Koch Róbert Kórház és Rendelőintézet, Edelény;103,021339937171;144,294143068021;203,564321472675;CDI;2021;s(zCMI);P
Kanizsai Dorottya Kórház, Nagykanizsa;43,5307986798356;61,3975418480309;87,1900453667086;CDI;2021;s(zCMI);P
Budai Egészségközpont Zrt.;42,4672502204237;79,5421260526753;149,527941623396;CDI;2021;s(zCMI);P
Mátrai Gyógyintézet;21,5940871974278;49,251661440247;112,618786766919;CDI;2021;s(zCMI);P
Orosházi Kórház;16,1043705067274;26,2149477494144;42,8812015797239;CDI;2021;s(zCMI);P
Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;60,8785553109275;76,7792758239763;97,7327073113978;CDI;2021;s(zCMI);P
Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;44,746676131835;62,6104115431951;88,2194821583129;CDI;2021;s(zCMI);P
Vaszary Kolos Kórház, Esztergom;23,2317836677964;34,6936671942959;52,1173704263385;CDI;2021;s(zCMI);P
Békés Megyei Központi Kórház;15,7442792606247;20,9510365976818;28,102236019113;CDI;2021;s(zCMI);P
Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;94,3390482327645;109,065951185306;127,638914816484;CDI;2021;s(zCMI);P
Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;48,4705520108098;59,6342391254792;74,0963555941277;CDI;2021;s(zCMI);P
Debreceni Egyetem Klinikai Központ;86,233175342805;100,587349722583;118,747581001876;CDI;2021;s(zCMI);P
Keszthelyi Kórház;47,9401707290338;73,7303345966684;114,025378290663;CDI;2021;s(zCMI);P
Nagyatádi Kórház;67,043163941338;92,5562230314509;128,705977364524;CDI;2021;s(zCMI);P
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;62,7963426855676;73,1684802529422;86,2735918062565;CDI;2021;s(zCMI);P
Pest Megyei Flór Ferenc Kórház, Kistarcsa;136,275180844881;160,004380128906;190,072221650791;CDI;2021;s(zCMI);P
Gottsegen György Országos Kardiológiai Intézet;28,5905498906183;43,2861743189712;65,9202485833443;CDI;2021;s(zCMI);P
Jahn Ferenc Dél-pesti Kórház;108,545378380132;132,684606683311;163,850654028861;CDI;2021;s(zCMI);P
Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ;48,6543529416923;59,7744149481154;74,1875341594606;CDI;2021;s(zCMI);P
Budai Irgalmasrendi Kórház;188,423173217494;234,346179711039;294,261505958424;CDI;2021;s(zCMI);P
Gróf Tisza István Kórház, Berettyóújfalu;34,0059109403438;50,2566595587829;74,7265982509313;CDI;2021;s(zCMI);P
Albert Schweitzer Kórház-Rendelőintézet, Hatvan;36,2157749659737;65,7543055525708;121,885870933603;CDI;2021;s(zCMI);QP
Mezőtúri Kórház és Rendelőintézet;5,80384991073856;27,0288872203856;126,713729102038;CDI;2021;s(zCMI);QP
Bugát Pál Kórház, Gyöngyös;13,345124460728;32,8298084882801;81,8591076660439;CDI;2021;s(zCMI);QP
Semmelweis Egyetem;31,4603820564838;43,6762341032853;62,6171050194695;CDI;2021;s(zCMI);QP
Kátai Gábor Kórház, Karcag;10,1988377029429;24,993487527882;62,0844647782654;CDI;2021;s(zCMI);QP
Magyar Honvédség Egészségügyi Központ;86,7355161900967;112,793154234074;152,185640516464;CDI;2021;s(zCMI);QP
Csongrád Megyei Mellkasi Betegségek Szakkórháza, Deszk;35,1953612935843;88,8997802365468;227,555317369173;CDI;2021;s(zCMI);QP
Bajai Szent Rókus Kórház;38,2457332978103;65,1890561769625;113,667822561149;CDI;2021;s(zCMI);QP
Szent Imre Kórház;77,6332590702392;105,432105409381;148,085572620938;CDI;2021;s(zCMI);QP
Magyar Imre Kórház, Ajka;49,6755563676819;81,4091464912108;136,690539282741;CDI;2021;s(zCMI);QP
Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet;11,6609428400241;25,1242850404713;55,0081143337311;CDI;2021;s(zCMI);QP
Siófoki Kórház-Rendelőintézet;15,06038711005;32,7283063824622;72,2621894830143;CDI;2021;s(zCMI);QP
Bács-Kiskun Megyei Kórház, Kecskemét;74,8432134801736;99,3481822500449;136,50110294504;CDI;2021;s(zCMI);QP
Petz Aladár Megyei Oktató Kórház, Győr;24,092819526474;36,7892052597393;57,7099902259058;CDI;2021;s(zCMI);QP
Sátoraljaújhelyi Erzsébet Kórház;8,33220823222341;22,812320127715;63,1966277604563;CDI;2021;s(zCMI);QP
Országos Onkológiai Intézet;10,4356657285923;33,0698841390126;105,816948898383;CDI;2021;s(zCMI);QP
Zala Megyei Kórház;67,3069853293309;95,5563274346394;139,897495640996;CDI;2021;s(zCMI);QP
Jászberényi Szent Erzsébet Kórház;9,55728232764266;27,3505668871184;79,1501851638156;CDI;2021;s(zCMI);QP
Szent Pantaleon Kórház-Rendelőintézet Dunaújváros;45,4055821333455;69,5174252496924;109,34736975234;CDI;2021;s(zCMI);QP
Állami Szívkórház, Balatonfüred;0,489182254420585;14,1170983496671;408,112442446352;CDI;2021;s(zCMI);QP
Jávorszky Ödön Kórház, Vác;54,4287359527348;86,2489528137206;140,19677850097;CDI;2021;s(zCMI);QP
Toldy Ferenc Kórház és Rendelőintézet, Cegléd;157,014533256801;217,172676916036;310,247108553908;CDI;2021;s(zCMI);QP
Szent János Kórház és Észak-budai Egyesített Kórházak;97,2413804321315;136,57352567204;197,965970645171;CDI;2021;s(zCMI);QP
Pécsi Tudományegyetem;49,0418766061792;67,3006651444473;95,4393627974652;CDI;2021;s(zCMI);QP
Gróf Esterházy Kórház és Rendelőintézeti Szakrendelő, Pápa;27,4642852738121;56,0259893218828;116,294435187004;CDI;2021;s(zCMI);QP
Egyesített Szent István és Szent László Kórház-Rendelőintézet;38,8398818518205;61,1938067910661;99,0101648269928;CDI;2021;s(zCMI);QP
Bajcsy-Zsilinszky Kórház és Rendelőintézet;137,514021211014;186,687161283626;262,09475099376;CDI;2021;s(zCMI);QP
Kazincbarcikai Kórház;20,9746182687068;44,7282042586855;96,979492059391;CDI;2021;s(zCMI);QP
Komlói Egészségcentrum;4,46196145614835;20,4970880157144;94,7889850583325;CDI;2021;s(zCMI);QP
Kiskunhalasi Semmelweis Kórház;24,2581199920005;42,7865077758337;77,1027236197256;CDI;2021;s(zCMI);QP
Somogy Megyei Kaposi Mór Oktató Kórház;68,2289573462855;95,4281829229671;137,774926887542;CDI;2021;s(zCMI);QP
Országos Mentális, Ideggyógyászati és Idegsebészeti Intézet;79,2840721244421;130,300584483739;219,357070658614;CDI;2021;s(zCMI);QP
Markusovszky Egyetemi Oktatókórház, Szombathely;6,58682786524778;12,8989720734075;25,7262587426684;CDI;2021;s(zCMI);QP
Karolina Kórház és Rendelőintézet, Mosonmagyaróvár;2,61227490649373;11,9392419707384;54,9344713275225;CDI;2021;s(zCMI);QP
Uzsoki utcai Kórház;37,3241619626566;58,6617243533103;94,5870316196397;CDI;2021;s(zCMI);QP
Tolna Megyei Balassa János Kórház;83,121965336969;116,829664138163;169,434047696137;CDI;2021;s(zCMI);QP
Tüdőgyógyintézet, Törökbálint;0,580468270702808;6,3628971784493;69,974799770271;CDI;2021;s(zCMI);QP
Mohácsi Kórház;10,1309859908729;27,4126522312939;75,0643645455876;CDI;2021;s(zCMI);QP
Csolnoky Ferenc Kórház, Veszprém;59,5021854409285;85,3145637460914;126,067315144761;CDI;2021;s(zCMI);QP
Országos Korányi Tbc és Pulmonológiai Intézet;49,6828608123438;86,4340642229976;153,747689511398;CDI;2021;s(zCMI);QP
Dr. Kenessey Albert Kórház-Rendelőintézet, Balassagyarmat;4,5985333539564;13,6339041189671;40,8559750682076;CDI;2021;s(zCMI);QP
Szent Borbála Kórház, Tatabánya;58,078259899328;84,430883969626;126,391757937554;CDI;2021;s(zCMI);QP
Szent Margit Kórház, Budapest;170,885139204134;238,362910568245;343,300885122131;CDI;2021;s(zCMI);QP
Szent Lázár Megyei Kórház, Salgótarján;1,83578197940779;6,68637869789927;24,5604131794014;CDI;2021;s(zCMI);QP
Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézet;24,1737291772266;38,0996457485844;61,606073836637;CDI;2021;s(zCMI);QP
Markhot Ferenc Oktatókórház és Rendelőintézet, Eger;85,5846718529565;117,340474883174;166,248850133502;CDI;2021;s(zCMI);QP
Dombóvári Szent Lukács Kórház;30,4668551094325;61,6190673221696;126,850791405959;CDI;2021;s(zCMI);QP
Almási Balogh Pál Kórház, Ózd;24,1775247662785;49,918780369937;104,827150299193;CDI;2021;s(zCMI);QP
Koch Róbert Kórház és Rendelőintézet, Edelény;82,5718946598901;146,306243605393;265,015101380079;CDI;2021;s(zCMI);QP
Kanizsai Dorottya Kórház, Nagykanizsa;33,3537969679531;59,747587108065;109,293798757425;CDI;2021;s(zCMI);QP
Budai Egészségközpont Zrt.;27,6370921232905;80,3949914615289;236,45527989791;CDI;2021;s(zCMI);QP
Mátrai Gyógyintézet;11,7944263949797;48,1217951119153;197,839355866453;CDI;2021;s(zCMI);QP
Orosházi Kórház;11,0792876483861;25,3748916971334;58,9824938694856;CDI;2021;s(zCMI);QP
Péterfy Sándor utcai Kórház-Rendelőintézet és Baleseti Központ;50,2889475897807;74,2772460445273;112,902628823132;CDI;2021;s(zCMI);QP
Csongrád Megyei Egészségügyi Ellátó Központ Hódmezővásárhely - Makó;35,1239340747547;62,1442160067405;112,329684835222;CDI;2021;s(zCMI);QP
Vaszary Kolos Kórház, Esztergom;17,5094595371899;34,6356620645163;69,7596358091085;CDI;2021;s(zCMI);QP
Békés Megyei Központi Kórház;12,7435478131369;20,6794185847829;34,3887028027194;CDI;2021;s(zCMI);QP
Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház;83,7641156777085;106,544924868403;140,776758044853;CDI;2021;s(zCMI);QP
Fejér Megyei Szent György Egyetemi Oktató Kórház, Székesfehérvár;41,6540528474405;59,0919924073806;86,4311068477932;CDI;2021;s(zCMI);QP
Debreceni Egyetem Klinikai Központ;75,6570570167596;97,5076146691505;130,475867103722;CDI;2021;s(zCMI);QP
Keszthelyi Kórház;35,1825666055482;73,1950867527632;154,872643301587;CDI;2021;s(zCMI);QP
Nagyatádi Kórház;53,1370104910671;91,6653554920133;161,691988758986;CDI;2021;s(zCMI);QP
Szabolcs-Szatmár-Bereg Megyei Kórházak és Egyetemi Oktatókórház;56,3017852916423;72,7127127033844;97,442014623118;CDI;2021;s(zCMI);QP
Pest Megyei Flór Ferenc Kórház, Kistarcsa;120,349987457288;157,380293267004;213,413588908181;CDI;2021;s(zCMI);QP
